,PARCEL_NUM,O_NAME,P_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,Is_corpo,Is_top_corpo,north,south,east,west,lat,lng
33300,20924739,PROGRESS RESIDENTIAL BORROWER 18 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,19821 N 3RD AVE,PHOENIX,85027,RESIDENTIAL,211225045,11/16/21,SD,59700,5970,239100,23910,298800,29880,163821,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 18 LLC,,Y,1,1,1,33.6666736,33.6665346,-112.0777852,-112.0779404,33.6666081,-112.0778875
33301,20924740,THR PHOENIX LP,INVITATION HOMES,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,19827 N 3RD AVE,PHOENIX,85027,RESIDENTIAL,130308271,4/5/13,D,65700,6570,262900,26290,328600,32860,192830,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,1,1,33.6668391,33.6666983,-112.0777879,-112.0779431,33.6667742,-112.0778875
33306,20924788,OLYMPUS BORROWER LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,252 W WAHALLA LN,PHOENIX,85027,RESIDENTIAL,210628059,6/7/21,WD,62200,6220,249100,24910,311300,31130,177627,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER LLC,,Y,1,1,1,33.6676227,33.6674892,-112.0775483,-112.0777117,33.6675656,-112.0776547
33312,20924828,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,105 W ROSEMONTE DR,PHOENIX,85027,RESIDENTIAL,190742223,9/20/19,WD,59000,5900,236100,23610,295100,29510,156486,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.6567961,33.6566129,-112.0747034,-112.0748284,33.6566812,-112.074767
33313,20924842,TAH 2017-1 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,18841 N 2ND AVE,PHOENIX,85027,RESIDENTIAL,170628102,8/25/17,SD,75000,7500,300200,30020,375200,37520,216040,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-1 BORROWER LLC,,Y,1,1,1,33.6583157,33.658093,-112.0743909,-112.0746168,33.6581877,-112.0744876
33318,20924880,TAH 2017-2 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,18612 N 2ND AVE,PHOENIX,85027,RESIDENTIAL,170944835,12/21/17,SD,66300,6630,265400,26540,331700,33170,182081,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,1,1,33.6552863,33.6551862,-112.0761607,-112.0763661,33.6552391,-112.0762574
33322,20924893,AMH 2014-2 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,613 W MCRAE DR,PHOENIX,85027,RESIDENTIAL,140639019,9/26/14,SD,54600,5460,218600,21860,273200,27320,122865,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-2 BORROWER LLC,,Y,1,1,1,33.6556604,33.6555373,-112.0819214,-112.0820128,33.6555797,-112.0819861
33323,20924898,PROGRESS RESIDENTIAL BORROWER 17 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,521 W MCRAE DR,PHOENIX,85027,RESIDENTIAL,210893001,8/18/21,SD,55700,5570,223000,22300,278700,27870,136517,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 17 LLC,,Y,1,1,1,33.6556753,33.6554942,-112.0813503,-112.0814497,33.6555684,-112.0813806
33326,20924918,2017-1 IH BORROWER LP,INVITATION HOMES,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,606 W MCRAE DR,PHOENIX,85027,RESIDENTIAL,170314434,5/1/17,SD,59800,5980,239500,23950,299300,29930,158057,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,1,1,,,,,33.655991,-112.081713
33364,21003037,PROGRESS RESIDENTIAL BORROWER 5 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2510 W BENT TREE DR,PHOENIX,85085,RESIDENTIAL,180756876,10/9/18,SD,63100,6310,252400,25240,315500,31550,177472,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,1,1,33.7343032,33.7341294,-112.1138262,-112.1139626,33.7342306,-112.1138896
33377,21003089,PROGRESS RESIDENTIAL BORROWER 5 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2515 W GAMBIT TR,PHOENIX,85085,RESIDENTIAL,180756876,10/9/18,SD,63900,6390,255700,25570,319600,31960,181056,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,1,1,33.7360513,33.7358808,-112.1138818,-112.1140125,33.7359651,-112.1139361
33380,21003105,PROGRESS RESIDENTIAL BORROWER 12 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2501 W OBERLIN WY,PHOENIX,85085,RESIDENTIAL,200241335,3/20/20,SD,70000,7000,280100,28010,350100,35010,199314,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,1,1,33.7367305,33.7365934,-112.1134661,-112.1135917,33.7366663,-112.113517
33381,21003111,AMH ROMAN TWO AZ LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,2524 W OBERLIN WY,PHOENIX,85085,RESIDENTIAL,150406329,6/8/15,0,70300,7030,281500,28150,351800,35180,210408,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH ROMAN TWO AZ LLC,,Y,1,1,1,33.7371242,33.7369789,-112.1142395,-112.114363,33.7370573,-112.1143087
33383,21003116,PROGRESS RESIDENTIAL BORROWER 8 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2519 W BLUE SKY DR,PHOENIX,85085,RESIDENTIAL,190320900,5/3/19,SD,70300,7030,281500,28150,351800,35180,210408,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 8 LLC,,Y,1,1,1,,,,,33.7374099,-112.114149
33398,21003249,PROGRESS RESIDENTIAL BORROWER 16 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2452 W BLUE SKY DR,PHOENIX,85085,RESIDENTIAL,210642253,6/10/21,SD,70200,7020,280800,28080,351000,35100,203923,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,,Y,1,1,1,33.7376734,33.7374659,-112.1124746,-112.1126091,33.7375554,-112.1125389
33412,21003320,PROGRESS RESIDENTIAL HVH BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2334 W OBERLIN WY,PHOENIX,85085,RESIDENTIAL,211180273,11/3/21,SD,71900,7190,287600,28760,359500,35950,208701,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,1,1,33.7369461,33.7367965,-112.1100524,-112.1102038,33.7368892,-112.1101171
33413,21003321,PROGRESS RESIDENTIAL BORROWER 8 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2330 W OBERLIN WY,PHOENIX,85085,RESIDENTIAL,190320900,5/3/19,SD,69800,6980,279400,27940,349200,34920,205801,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 8 LLC,,Y,1,1,1,33.7369334,33.7367809,-112.109903,-112.1100553,33.7368739,-112.1099773
33417,21003342,MILE HIGH BORROWER 1 VALUE LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2415 W BLUE SKY DR,PHOENIX,85085,RESIDENTIAL,210586710,5/26/21,WD,66900,6690,267900,26790,334800,33480,192489,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MILE HIGH BORROWER 1 VALUE LLC,,Y,1,1,1,33.7374166,33.7372284,-112.1111149,-112.1112473,33.7373108,-112.1111883
33422,21003362,PROGRESS RESIDENTIAL HVH BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2407 W OBERLIN WY,PHOENIX,85085,RESIDENTIAL,211180273,11/3/21,SD,69900,6990,279800,27980,349700,34970,204093,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,1,1,33.7365358,33.7363392,-112.1110739,-112.1111975,33.7364479,-112.1111417
33431,21003384,PROGRESS RESIDENTIAL BORROWER 12 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2413 W GAMBIT TR,PHOENIX,85085,RESIDENTIAL,200241335,3/20/20,SD,71400,7140,285700,28570,357100,35710,211943,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,1,1,33.7357668,33.7356373,-112.1111784,-112.1113097,33.7356834,-112.1112348
33435,21003394,PROGRESS RESIDENTIAL HVH BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,27614 N 24TH LN,PHOENIX,85085,RESIDENTIAL,211180273,11/3/21,SD,68100,6810,272500,27250,340600,34060,194708,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,1,1,33.7360047,33.7358831,-112.1125714,-112.1128186,33.735952,-112.1126786
33443,21003423,2018-1 1H BORROWER LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,27921 N 23RD DR,PHOENIX,85085,RESIDENTIAL,180104958,2/12/18,SD,67500,6750,270300,27030,337800,33780,193685,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-1 IH BORROWER LP,,Y,1,1,1,33.7384687,33.7383656,-112.1084718,-112.1086397,33.7384228,-112.1085801
33446,21003432,PROGRESS RESIDENTIAL BORROWER 12 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2319 W RUNNING DEER TR,PHOENIX,85085,RESIDENTIAL,200241335,3/20/20,SD,69500,6950,278000,27800,347500,34750,201704,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,1,1,33.7379209,33.737794,-112.1091913,-112.1093312,33.7378766,-112.1092787
33448,21003438,PROGRESS RESIDENTIAL BORROWER 1 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2343 W RUNNING DEER TR,PHOENIX,85085,RESIDENTIAL,170546345,7/26/17,SD,68900,6890,275900,27590,344800,34480,202559,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 1 LLC,,Y,1,1,1,33.7380536,33.7379102,-112.1100719,-112.1102154,33.7380011,-112.1101636
33455,21003464,AH4R PROPERTIES LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,2338 W RUNNING DEER TR,PHOENIX,85085,RESIDENTIAL,150406328,6/8/15,0,69500,6950,278000,27800,347500,34750,201704,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES LLC,,Y,1,1,1,33.7383822,33.7382423,-112.1098754,-112.1100184,33.7382939,-112.1099308
33457,21003466,PROGRESS PHOENIX LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,28004 N 23RD LN,PHOENIX,85085,RESIDENTIAL,210984838,9/13/21,WD,62800,6280,251200,25120,314000,31400,171158,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS PHOENIX LLC,,Y,1,1,1,33.7386309,33.7384936,-112.1097027,-112.1098783,33.7385691,-112.109791
33462,21003486,ALTO ASSET COMPANY 2 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,2402 W RUNNING DEER TR,PHOENIX,85085,RESIDENTIAL,200217831,3/13/20,SD,75300,7530,301400,30140,376700,37670,217744,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ALTO ASSET COMPANY 2 LLC,,Y,1,1,1,33.738472,33.7383399,-112.1106056,-112.1107344,33.7384031,-112.110676
33467,21003502,PROGRESS RESIDENTIAL BORROWER 12 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2446 W RUNNING DEER TR,PHOENIX,85085,RESIDENTIAL,200241335,3/20/20,SD,65400,6540,261900,26190,327300,32730,184470,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,1,1,33.7384449,33.7383043,-112.1123596,-112.1124995,33.7383866,-112.1124225
33469,21003507,AH4R PROPERTIES TWO LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO SUITE 300,CALABASAS,CA,91302,USA,2442 W WHITE FEATHER LN,PHOENIX,85085,RESIDENTIAL,190161364,3/8/19,WD,65500,6550,262300,26230,327800,32780,184470,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES TWO LLC,,Y,1,1,1,33.7388052,33.7386451,-112.1118315,-112.1120272,33.7387066,-112.1119335
33470,21003574,PROGRESS RESIDENTIAL BORROWER 5 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2534 W BLUE SKY DR,PHOENIX,85085,RESIDENTIAL,180756876,10/9/18,SD,82800,8280,331200,33120,414000,41400,241124,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,1,1,33.7378122,33.7376484,-112.1145244,-112.1147256,33.7377432,-112.1146348
33471,21003576,ARP 2014-1 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,2526 W BLUE SKY DR,PHOENIX,85085,RESIDENTIAL,140570910,8/28/14,SD,63000,6300,252200,25220,315200,31520,177986,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,1,1,,,,,33.737843,-112.114309
33474,21003581,PROGRESS RESIDENTIAL BORROWER 5 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,27955 N 25TH DR,PHOENIX,85085,RESIDENTIAL,180756876,10/9/18,SD,61500,6150,246200,24620,307700,30770,166891,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,1,1,33.7381897,33.73806,-112.113397,-112.1135616,33.7381277,-112.1134704
33477,21003597,ALTO ASSET COMPANY 2 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,2503 W WHITE FEATHER LN,PHOENIX,85085,RESIDENTIAL,200217831,3/13/20,SD,73500,7350,294000,29400,367500,36750,206824,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ALTO ASSET COMPANY 2 LLC,,Y,1,1,1,33.738887,33.73876,-112.1131709,-112.1132906,33.7388355,-112.1132375
33478,21003622,PROGRESS RESIDENTIAL BORROWER 5 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2505 W RED FOX RD,PHOENIX,85085,RESIDENTIAL,180756876,10/9/18,SD,68500,6850,274000,27400,342500,34250,198463,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,1,1,33.7396314,33.7394783,-112.1129112,-112.1130868,33.7395432,-112.1130047
33479,21003628,AH4R PROPERTIES TWO LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,2522 W RED FOX RD,PHOENIX,85085,RESIDENTIAL,190209136,3/26/19,0,68500,6850,274200,27420,342700,34270,200509,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES TWO LLC,,Y,1,1,1,33.7401056,33.7399734,-112.1135285,-112.1136521,33.7400521,-112.1136101
33480,21003633,SFR 2012-1 US WEST LLC,INVITATION HOMES,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,2542 W RED FOX RD,PHOENIX,85085,RESIDENTIAL,120648592,7/24/12,WD,75800,7580,303200,30320,379000,37900,222011,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR 2012-1 US WEST LLC,,Y,1,1,1,33.7400939,33.7399656,-112.1142592,-112.1143838,33.7400455,-112.1143087
33481,21003637,ARP 2014-1 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,28056 N 25TH LN,PHOENIX,85085,RESIDENTIAL,140570910,8/28/14,SD,68800,6880,275500,27550,344300,34430,202386,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,1,1,33.7396852,33.7395802,-112.1146456,-112.1148059,33.7396348,-112.1147279
33497,21003695,PROGRESS RESIDENTIAL BORROWER 17 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2420 W SILVER SAGE LN,PHOENIX,85085,RESIDENTIAL,210893001,8/18/21,SD,64400,6440,257900,25790,322300,32230,182763,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 17 LLC,,Y,1,1,1,33.7414777,33.7412997,-112.1114458,-112.1115797,33.7414,-112.1115143
33506,21003726,PROGRESS RESIDENTIAL BORROWER 12 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,28515 N 25TH AVE,PHOENIX,85085,RESIDENTIAL,200241335,3/20/20,SD,69500,6950,278300,27830,347800,34780,204433,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,1,1,33.7432959,33.7431383,-112.1120826,-112.1122789,33.7432283,-112.1121663
33508,21003736,PROGRESS RESIDENTIAL BORROWER 8 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,28414 N 25TH AVE,PHOENIX,85085,RESIDENTIAL,190320900,5/3/19,SD,72000,7200,288300,28830,360300,36030,219282,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 8 LLC,,Y,1,1,1,33.742364,33.7422607,-112.1124595,-112.1126107,33.7423283,-112.1125389
33510,21003739,AH4R PROPERTIES TWO LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,28402 N 25TH AVE,PHOENIX,85085,RESIDENTIAL,180802345,10/26/18,WD,72000,7200,288300,28830,360300,36030,219282,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES TWO LLC,,Y,1,1,1,33.7420047,33.7419006,-112.1124866,-112.1126473,33.7419461,-112.1125855
33746,21186375,IH3 PROPERTY PHOENIX LP,INVITATION HOMES,2075 S COTTONWOOD DR,TEMPE,AZ,85282,USA,39532 N HARBOUR TOWN WY,PHOENIX,85086,RESIDENTIAL,131036061,12/4/13,WD,72100,7210,288700,28870,360800,36080,218427,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH3 PROPERTY PHOENIX LP,,Y,1,1,1,33.8443965,33.8442773,-112.102729,-112.1029498,33.8443251,-112.1028515
33747,21186377,TRUE NORTH PROPERTY OWNER B LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,39604 N HARBOUR TOWN WY,PHOENIX,85086,RESIDENTIAL,220293392,4/1/22,SD,55100,5510,220700,22070,275800,27580,160749,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TRUE NORTH PROPERTY OWNER B LLC,,Y,1,1,1,33.8446811,33.8445528,-112.102652,-112.1028898,33.8446241,-112.1028049
33748,21186379,ARP 2014-1 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,39612 N HARBOUR TOWN WY,PHOENIX,85086,RESIDENTIAL,140570910,8/28/14,SD,55200,5520,220800,22080,276000,27600,159896,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,1,1,33.844912,33.8447825,-112.1025892,-112.1028239,33.8448489,-112.1027118
33753,21186405,OLYMPUS BORROWER 1 LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,1830 W KURALT DR,PHOENIX,85086,RESIDENTIAL,220036721,1/12/22,SD,67300,6730,269300,26930,336600,33660,198291,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER 1 LLC,,Y,1,1,1,33.8464426,33.8462254,-112.0998866,-112.1000293,33.8463437,-112.0999406
33755,21186418,SFR INVESTMENTS V BORROWER 1 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,39621 N BENT CREEK WY,PHOENIX,85086,RESIDENTIAL,220371317,4/28/22,WD,67200,6720,268800,26880,336000,33600,197950,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS V BORROWER 1 LLC,,Y,1,1,1,,,,,33.845157,-112.098657
33756,21186419,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,39617 N BENT CREEK WY,PHOENIX,85086,RESIDENTIAL,220479895,6/6/22,WD,67200,6720,268800,26880,336000,33600,197950,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,,,,,33.84505,-112.098614
33763,21186443,OLYMPUS BORROWER LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,39520 N HILLERMAN WY,PHOENIX,85086,RESIDENTIAL,211069793,10/4/21,WD,70600,7060,282600,28260,353200,35320,212797,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER LLC,,Y,1,1,1,33.844102,33.8439966,-112.0995961,-112.0998264,33.8440406,-112.099731
33766,21186454,PROGRESS RESIDENTIAL BORROWER 4 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,39524 N NOBLE HAWK CT,PHOENIX,85086,RESIDENTIAL,180589513,8/3/18,SD,71800,7180,287200,28720,359000,35900,217062,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 4 LLC,,Y,1,1,1,33.8442503,33.8441411,-112.1006189,-112.1008442,33.8441962,-112.1007789
33767,21186458,PROGRESS RESIDENTIAL BORROWER 5 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,39529 N PINION HILLS CT,PHOENIX,85086,RESIDENTIAL,180756876,10/9/18,SD,72700,7270,290900,29090,363600,36360,219282,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 5 LLC,,Y,1,1,1,33.8443759,33.8442679,-112.1011818,-112.1014143,33.8443236,-112.1013145
33773,21186482,RS XII PHOENIX OWNER 2 LP,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,1934 W SAINT EXUPERY DR,PHOENIX,85086,RESIDENTIAL,211213886,11/12/21,WD,66200,6620,265100,26510,331300,33130,200169,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,1,1,33.8448171,33.8446768,-112.1014263,-112.1015542,33.8447447,-112.1015008
33776,21186487,PROGRESS RESIDENTIAL BORROWER 19 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,1904 W SAINT EXUPERY DR,PHOENIX,85086,RESIDENTIAL,220415465,5/12/22,SD,62900,6290,251600,25160,314500,31450,191124,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 19 LLC,,Y,1,1,1,33.844864,33.8446871,-112.1006753,-112.1008032,33.8447603,-112.1007556
33782,21186524,SFR INVESTMENTS V BORROWER 1 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,1908 W HEMINGWAY LN,PHOENIX,85086,RESIDENTIAL,220479608,6/6/22,WD,61200,6120,245000,24500,306200,30620,177642,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS V BORROWER 1 LLC,,Y,1,1,1,33.8456595,33.8454714,-112.1007294,-112.1008678,33.8456058,-112.1007789
33785,21186539,ARP 2014-1 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,1845 W KURALT DR,PHOENIX,85086,RESIDENTIAL,140570910,8/28/14,SD,54800,5480,219400,21940,274200,27420,159556,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,1,1,33.8460209,33.8458464,-112.1002931,-112.1004061,33.845917,-112.1003365
33787,21186565,TRUE NORTH PROPERTY OWNER B LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,40279 N LA CANTERA DR,PHOENIX,85086,RESIDENTIAL,220293392,4/1/22,SD,62300,6230,249200,24920,311500,31150,194196,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TRUE NORTH PROPERTY OWNER B LLC,,Y,1,1,1,33.8516774,33.8514952,-112.0936013,-112.0938393,33.8515952,-112.0937229
