,PARCEL_NUM,O_NAME,P_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,Is_corpo,Is_top_corpo,north,south,east,west,lat,lng
33789,21186582,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,40335 N BELL MEADOW TR,PHOENIX,85086,RESIDENTIAL,150225423,4/2/15,0,66500,6650,266200,26620,332700,33270,206824,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,,Y,1,1,1,33.8519069,33.8517738,-112.0949549,-112.095209,33.8518391,-112.0950736
33801,21186641,PROGRESS RESIDENTIAL BORROWER 19 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,1713 W OWENS WY,PHOENIX,85086,RESIDENTIAL,220415465,5/12/22,SD,56300,5630,225400,22540,281700,28170,178498,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 19 LLC,,Y,1,1,1,33.8497444,33.8495429,-112.0964201,-112.0965389,33.8496281,-112.0964708
33803,21186644,PROGRESS RESIDENTIAL BORROWER 19 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,40114 N THUNDER HILLS CT,PHOENIX,85086,RESIDENTIAL,220415465,5/12/22,SD,62100,6210,248400,24840,310500,31050,199143,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 19 LLC,,Y,1,1,1,33.8495201,33.8493899,-112.0961032,-112.0963392,33.8494646,-112.0962379
33834,21186916,OLYMPUS BORROWER LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,41113 N PRESTANCIA DR,PHOENIX,85086,RESIDENTIAL,210632142,6/8/21,WD,69400,6940,277800,27780,347200,34720,216721,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER LLC,,Y,1,1,1,33.858404,33.8582073,-112.092505,-112.0927677,33.8583052,-112.0926517
33861,21193126,OLYMPUS BORROWER LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,39511 N PRAIRIE LN,PHOENIX,85086,RESIDENTIAL,210987899,9/13/21,WD,59800,5980,239400,23940,299200,29920,178498,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER LLC,,Y,1,1,1,33.8439857,33.8437933,-112.0961096,-112.0962495,33.8438761,-112.0961914
33864,21193144,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,39527 N WHITE TAIL LN,PHOENIX,85086,RESIDENTIAL,220496703,6/13/22,WD,68700,6870,274900,27490,343600,34360,203410,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.8449194,33.8446916,-112.0954896,-112.0957111,33.8448191,-112.0955859
33878,21193229,AMH ROMAN TWO AZ LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,40005 N MESSNER WY,PHOENIX,85086,RESIDENTIAL,150406329,6/8/15,0,71300,7130,285400,28540,356700,35670,215356,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH ROMAN TWO AZ LLC,,Y,1,1,1,33.8481971,33.848034,-112.0978665,-112.0981487,33.8480957,-112.0980078
33879,21193230,TRUE NORTH PROPERTY OWNER B LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,40009 N MESSNER WY,PHOENIX,85086,RESIDENTIAL,220293392,4/1/22,SD,71300,7130,285400,28540,356700,35670,215356,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TRUE NORTH PROPERTY OWNER B LLC,,Y,1,1,1,33.8483251,33.8481523,-112.0978068,-112.0980904,33.8482288,-112.0979612
33942,21209620,PROGRESS RESIDENTIAL EXCHANGE BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,26427 N 42ND PL,PHOENIX,85050,RESIDENTIAL,201177278,12/1/20,SD,92100,9210,368500,36850,460600,46060,333690,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL EXCHANGE BORROWER LLC,,Y,1,1,1,33.7258616,33.7256899,-111.9913053,-111.9915356,33.7257901,-111.9914433
33947,21209660,PROGRESS RESIDENTIAL BORROWER 2 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,26250 N 42ND ST,PHOENIX,85050,RESIDENTIAL,201177281,12/1/20,SD,94200,9420,377000,37700,471200,47120,343156,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 2 LLC,,Y,1,1,1,33.7240079,33.723886,-111.9922883,-111.9924783,33.723955,-111.9923748
33958,21212536,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4026 E TETHER TR,PHOENIX,85050,RESIDENTIAL,220546499,7/1/22,WD,76300,7630,305500,30550,381800,38180,262176,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.724505,33.7243252,-111.9950394,-111.995215,33.7243978,-111.9951228
33967,21212585,IH3 PROPERTY PHOENIX LP,INVITATION HOMES,2075 S COTTONWOOD DR,TEMPE,AZ,85282,USA,4125 E HIDE TR,PHOENIX,85050,RESIDENTIAL,131093608,12/30/13,WD,97700,9770,391100,39110,488800,48880,361460,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH3 PROPERTY PHOENIX LP,,Y,1,1,1,33.723962,33.7237909,-111.9930903,-111.9932779,33.7238904,-111.9931666
33985,21215222,OLYMPUS BORROWER 1 LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,23439 N 21ST WY,PHOENIX,85024,RESIDENTIAL,220036721,1/12/22,SD,66900,6690,267600,26760,334500,33450,181056,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER 1 LLC,,Y,1,1,1,33.7001893,33.6999878,-112.0355992,-112.0358366,33.7000776,-112.035737
33991,21215269,OLYMPUS BORROWER 1 LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2235 E RUBY LN,PHOENIX,85024,RESIDENTIAL,220036721,1/12/22,SD,70600,7060,282500,28250,353100,35310,219282,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER 1 LLC,,Y,1,1,1,33.7036564,33.7034725,-112.0344086,-112.0346376,33.7035851,-112.034526
34163,21234425,SFR 2012-1 US WEST LLC,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4743 E ABRAHAM LN,PHOENIX,85050,RESIDENTIAL,120656065,7/25/12,WD,73200,7320,293100,29310,366300,36630,250229,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR 2012-1 US WEST LLC,,Y,1,1,1,33.6817985,33.6815973,-111.9771095,-111.9772627,33.6817092,-111.9771909
34292,21240014,RS XII NM PHOENIX OWNER 1 LP,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,21803 N 40TH PL,PHOENIX,85050,RESIDENTIAL,220432851,5/19/22,SD,68700,6870,274900,27490,343600,34360,193452,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII NM PHOENIX OWNER 1 LP,,Y,1,1,1,33.6848491,33.6846919,-111.9879149,-111.9880724,33.6847656,-111.9879967
34293,21240016,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,21808 N 40TH PL,PHOENIX,85050,RESIDENTIAL,220087187,1/28/22,WD,63900,6390,255800,25580,319700,31970,175302,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.684954,33.6848101,-111.9882787,-111.9884863,33.6848953,-111.9884158
34300,21240030,PROGRESS PHOENIX LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,21846 N 40TH PL,PHOENIX,85050,RESIDENTIAL,210982244,9/10/21,WD,66100,6610,264700,26470,330800,33080,185850,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS PHOENIX LLC,,Y,1,1,1,33.6859917,33.6858593,-111.9876689,-111.987835,33.6859309,-111.9877638
34304,21240041,OLYMPUS BORROWER LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4004 E MELINDA LN,PHOENIX,85050,RESIDENTIAL,210726613,7/1/21,WD,70600,7060,282700,28270,353300,35330,193297,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER LLC,,Y,1,1,1,33.6869774,33.6868275,-111.9871074,-111.9872577,33.6868994,-111.9871932
34318,21240097,PROGRESS RESIDENTIAL BORROWER 12 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,21847 N 40TH PL,PHOENIX,85050,RESIDENTIAL,200241335,3/20/20,SD,66100,6610,264700,26470,330800,33080,185693,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,1,1,33.6857578,33.6856178,-111.9868906,-111.9870696,33.6857045,-111.986972
34326,21240120,OLYMPUS BORROWER 1 LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,21837 N 40TH PL,PHOENIX,85050,RESIDENTIAL,220036721,1/12/22,SD,68500,6850,274000,27400,342500,34250,192830,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER 1 LLC,,Y,1,1,1,33.685392,33.6852547,-111.9871029,-111.987305,33.6853287,-111.9872049
34334,21240138,ARP 2014-1 BORROWER LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,4071 E ABRAHAM LN,PHOENIX,85050,RESIDENTIAL,140570910,8/28/14,SD,83000,8300,332300,33230,415300,41530,242473,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,1,1,33.6846046,33.6844608,-111.9857021,-111.9858946,33.6845503,-111.9858076
34337,21240149,PROGRESS RESIDENTIAL BORROWER 18 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,21803 N 40TH WY,PHOENIX,85050,RESIDENTIAL,211225045,11/16/21,SD,73000,7300,292200,29220,365200,36520,207414,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 18 LLC,,Y,1,1,1,33.6841905,33.6840231,-111.9867137,-111.9868835,33.6841187,-111.9867857
34384,21247477,OLYMPUS BORROWER LLC,OLYMPUS BORROWER,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3970 E CAT BALUE DR,PHOENIX,85050,RESIDENTIAL,210649752,6/14/21,SD,79700,7970,318900,31890,398600,39860,311942,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,OLYMPUS BORROWER LLC,,Y,1,1,1,33.6849356,33.6847828,-111.9901755,-111.9903619,33.6848389,-111.9902789
34508,21303157A,RS XII NM PHOENIX OWNER 1 LP,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,2304 E WILLIAMS DR,PHOENIX,85024,RESIDENTIAL,220432846,5/19/22,SD,91100,9110,364400,36440,455500,45550,284978,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII NM PHOENIX OWNER 1 LP,,Y,1,1,1,33.6912068,33.691039,-112.0321449,-112.0322768,33.6911185,-112.0322205
34510,21303169,TAH 2018-1 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,2261 E WILLIAMS DR,PHOENIX,85024,RESIDENTIAL,180295547,4/19/18,SD,84900,8490,339800,33980,424700,42470,267404,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,1,1,33.6908257,33.6906815,-112.0324109,-112.0325477,33.6907591,-112.0324767
34524,21303335,BAF 1 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,787461053,USA,22216 N 21ST PL,PHOENIX,85024,RESIDENTIAL,200260143,3/26/20,WD,69300,6930,277200,27720,346500,34650,193853,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF 1 LLC,,Y,1,1,1,33.6882952,33.6881921,-112.0367073,-112.0368913,33.6882468,-112.0368082
34525,21303341,TAH 2018-1 BORROWER LLC,TRICON AMERICAN HOMES,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,22240 N 21ST PL,PHOENIX,85024,RESIDENTIAL,180295537,4/19/18,SD,57600,5760,230400,23040,288000,28800,161429,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,1,1,33.6889364,33.6888455,-112.0367057,-112.0369182,33.6889028,-112.0368548
34527,21303361,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2165 E DONALD DR,PHOENIX,85024,RESIDENTIAL,210418647,4/14/21,WD,65500,6550,262100,26210,327600,32760,190614,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.6911201,33.690936,-112.0360296,-112.0362307,33.6909944,-112.0361096
34536,21303398,PROGRESS RESIDENTIAL BORROWER 1 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,22432 N 20TH PL,PHOENIX,85024,RESIDENTIAL,170546345,7/26/17,SD,64400,6440,257800,25780,322200,32220,187713,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 1 LLC,,Y,1,1,1,33.6906527,33.690553,-112.0395761,-112.03976,33.6906123,-112.0396829
34537,21303403,PROGRESS RESIDENTIAL HVH BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,22452 N 20TH PL,PHOENIX,85024,RESIDENTIAL,211180273,11/3/21,SD,51400,5140,205800,20580,257200,25720,141808,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,1,1,33.6912034,33.6911123,-112.0395747,-112.0398124,33.6911523,-112.0396829
34540,21303407,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,22447 N 20TH PL,PHOENIX,85024,RESIDENTIAL,180698600,9/17/18,WD,63000,6300,252200,25220,315200,31520,178838,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.6911146,33.6910346,-112.0391069,-112.0393361,33.691076,-112.0392302
34553,21303481,ATLAS RESIDENTIAL LLC,ATLAS RESIDENTIAL LLC,6250 E CHENEY DR,PARADISE VALLEY,AZ,85253,USA,2149 E WILLIAMS DR,PHOENIX,85024,RESIDENTIAL,160181948,3/21/16,SD,51500,5150,206100,20610,257600,25760,142832,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ATLAS RESIDENTIAL LLC,,Y,1,1,1,33.6916479,33.6914875,-112.0366948,-112.0368789,33.6915372,-112.0367617
34556,21303492,PROGRESS RESIDENTIAL BORROWER 18 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2150 E WILLIAMS DR,PHOENIX,85024,RESIDENTIAL,211225045,11/16/21,SD,62100,6210,248500,24850,310600,31060,142832,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 18 LLC,,Y,1,1,1,33.6920251,33.6918084,-112.036936,-112.0371647,33.6919003,-112.0370411
34564,21303635,AMH PORTFOLIO B LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,2046 E PATRICK LN,PHOENIX,85024,RESIDENTIAL,180245563,4/2/18,QD,74100,7410,296700,29670,370800,37080,211259,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH PORTFOLIO B LLC,,Y,1,1,1,33.6934116,33.6931717,-112.0381707,-112.0383875,33.6933105,-112.0382754
34565,21303642,RSTK PHOENIX OWNER 1 L P,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,22646 N 20TH PL,PHOENIX,85024,RESIDENTIAL,220042408,1/13/22,WD,76000,7600,304100,30410,380100,38010,224062,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,1,1,33.6928923,33.6927775,-112.0396016,-112.0397852,33.6928166,-112.0396959
34566,21303649,AH4R PROPERTIES LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,2015 E DALEY LN,PHOENIX,85024,RESIDENTIAL,180138438,2/23/18,WD,76500,7650,306000,30600,382500,38250,224742,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES LLC,,Y,1,1,1,33.6921218,33.6919823,-112.0391775,-112.0393103,33.6920314,-112.0392302
34588,21303902,BAF ASSETS 3 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,2239 E PARAISO DR,PHOENIX,85024,RESIDENTIAL,210557806,5/19/21,SD,75500,7550,302000,30200,377500,37750,247949,141,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF ASSETS 3 LLC,,Y,1,1,1,33.6946962,33.6945271,-112.0340174,-112.0341319,33.6945921,-112.0340836
34613,21305486,2013-1 IH BORROWER LP,INVITATION HOMES,901 MAIN ST SUITE 4700,DALLAS,TX,75202,USA,20850 N 7TH PL,PHOENIX,85024,RESIDENTIAL,131007912,11/22/13,SD,63000,6300,252100,25210,315100,31510,173548,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2013-1 IH BORROWER LP,,Y,1,1,1,33.6757631,33.6756565,-112.0651214,-112.0653269,33.6757079,-112.0652192
34616,21305503,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,20640 N 8TH ST,PHOENIX,85024,RESIDENTIAL,150225423,4/2/15,0,65100,6510,260600,26060,325700,32570,178498,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL 2015-1 BORROWER LLC,,Y,1,1,1,33.6741649,33.6739924,-112.0627819,-112.0629827,33.6740664,-112.0628904
34627,21305553,SFR INVESTMENTS V BORROWER 1 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,741 E MONONA DR,PHOENIX,85024,RESIDENTIAL,220341292,4/18/22,WD,63600,6360,254600,25460,318200,31820,183787,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS V BORROWER 1 LLC,,Y,1,1,1,33.6752913,33.6751115,-112.0636475,-112.0638664,33.6751974,-112.0637288
34632,21305602,FKH SFR PROPCO B-HLD LP,FIRSTKEY HOMES,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,818 E ROSS AVE,PHOENIX,85024,RESIDENTIAL,201012709,10/21/20,SD,73400,7340,293700,29370,367100,36710,228325,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,1,1,33.6764399,33.6762889,-112.0635615,-112.0637196,33.676378,-112.0636356
34640,21305710,FKH SFR PROPCO A L P,FIRSTKEY HOMES,1850 PARKWAY PL SE STE 900,MARIETTA,GA,300678261,USA,825 E POTTER DR,PHOENIX,85024,RESIDENTIAL,200765249,8/20/20,SD,60600,6060,242400,24240,303000,30300,172012,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO A LP,,Y,1,1,1,33.6745999,33.6744329,-112.062035,-112.0621513,33.6745053,-112.0620986
34646,21305748,BAF ASSETS 4 LLC,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,20616 N 8TH ST,PHOENIX,85024,RESIDENTIAL,220193159,3/2/22,SD,87200,8720,349100,34910,436300,43630,282420,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF ASSETS 4 LLC,,Y,1,1,1,33.6734518,33.6732674,-112.0621404,-112.0623632,33.6733575,-112.0622384
34656,21308044,2018-1 1H BORROWER LP,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,20833 N 23RD PL,PHOENIX,85024,RESIDENTIAL,180104958,2/12/18,SD,69900,6990,279600,27960,349500,34950,205631,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-1 IH BORROWER LP,,Y,1,1,1,33.6762993,33.6761796,-112.0313472,-112.0315742,33.6762445,-112.0314602
34660,21308065,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2243 E ROSS AVE,PHOENIX,85024,RESIDENTIAL,220403489,5/9/22,WD,72400,7240,289600,28960,362000,36200,219513,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.6762403,33.6760761,-112.0335504,-112.033667,33.6761512,-112.0336178
34662,21308078,PROGRESS RESIDENTIAL HVH BORROWER LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2318 E MONONA DR,PHOENIX,85024,RESIDENTIAL,211180273,11/3/21,SD,71800,7180,287200,28720,359000,35900,219203,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,1,1,33.6758405,33.6756619,-112.0320241,-112.0321449,33.6757484,-112.0321041
34663,21308085,AH4R PROPERTIES TWO LLC,AMERICAN HOMES 4 RENT,23975 PARK SORRENTO STE 300,CALABASAS,CA,91302,USA,2256 E MONONA DR,PHOENIX,85024,RESIDENTIAL,220322954,4/12/22,WD,69100,6910,276400,27640,345500,34550,209741,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AH4R PROPERTIES TWO LLC,,Y,1,1,1,33.675811,33.67563,-112.0330799,-112.0332107,33.6757401,-112.0331602
34676,21311081,RS XII PHOENIX OWNER 2 L P,STREETLANE HOMES,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,2814 E PONTIAC DR,PHOENIX,85050,RESIDENTIAL,211203979,11/9/21,WD,79300,7930,317500,31750,396800,39680,246196,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,1,1,33.6703808,33.6702271,-112.0224792,-112.0226424,33.6703264,-112.0225328
34685,21312051,CPI-AMHERST SFR PROGRAM OWNER L L C,THE AMHERST GROUP,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,20415 N 29TH WY,PHOENIX,85050,RESIDENTIAL,200175657,2/28/20,SD,79300,7930,317400,31740,396700,39670,220645,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI-AMHERST SFR PROGRAM OWNER LLC,,Y,1,1,1,33.6723189,33.6721359,-112.0191096,-112.0193308,33.6722152,-112.0192026
34687,21312061,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,20413 N 30TH ST,PHOENIX,85050,RESIDENTIAL,190922619,11/15/19,WD,71400,7140,285900,28590,357300,35730,207848,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.6722269,33.6720341,-112.0180847,-112.0183012,33.6721155,-112.018178
34695,21312128,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3029 E PONTIAC DR,PHOENIX,85050,RESIDENTIAL,190698139,9/6/19,WD,64500,6450,258100,25810,322600,32260,184470,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.6700856,33.6698888,-112.0169885,-112.0171059,33.6699392,-112.0170368
34697,21312136,YAMASA CO LTD,YAMASA CORPORATION,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3036 E PONTIAC DR,PHOENIX,85050,RESIDENTIAL,220464495,5/31/22,WD,62600,6260,250500,25050,313100,31310,188051,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,1,1,33.6704814,33.6702882,-112.0167402,-112.0168499,33.6703818,-112.0167807
34709,21312188,PROGRESS RESIDENTIAL BORROWER 17 LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,20422 N 31ST ST,PHOENIX,85050,RESIDENTIAL,210893001,8/18/21,SD,67400,6740,269900,26990,337300,33730,205118,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 17 LLC,,Y,1,1,1,33.6721261,33.6720378,-112.0161389,-112.016362,33.6720979,-112.0162683
34730,21313040,TRUE NORTH PROPERTY OWNER B LLC,PROGRESS RESIDENTIAL,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,3233 E TONOPAH DR,PHOENIX,85050,RESIDENTIAL,220293392,4/1/22,SD,67100,6710,268700,26870,335800,33580,203225,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TRUE NORTH PROPERTY OWNER B LLC,,Y,1,1,1,33.6721087,33.6719224,-112.0124438,-112.012554,33.6720122,-112.0124957
34749,21313133,DUNLEY LLC,INVITATION HOMES,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,20216 N 33RD ST,PHOENIX,85050,RESIDENTIAL,130165245,2/21/13,0,83600,8360,334400,33440,418000,41800,261864,131,4,2,4,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DUNLEY LLC,,Y,1,1,1,33.6702467,33.6701454,-112.012079,-112.0122853,33.6702032,-112.0121697
