index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,P_NAME,Is_top_corpo,lat,lng
209,10218316,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,4626 N 91ST DR,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,52500,5250,210300,21030,262800,26280,122012,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5050676,-112.2560754
210,10218317,PROGRESS RESIDENTIAL BORROWER 12 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4630 N 91ST DR,PHOENIX,85037,RESIDENTIAL,200241335,3/20/20,SD,58000,5800,232200,23220,290200,29020,137030,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.5052426,-112.2560288
211,10218321,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4710 N 91ST DR,PHOENIX,85037,RESIDENTIAL,170842994,11/14/17,SD,52700,5270,211100,21110,263800,26380,119112,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5058247,-112.2560288
214,10218330,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,4701 N 91ST LN,PHOENIX,85037,RESIDENTIAL,220331438,4/14/22,SD,52500,5250,210300,21030,262800,26280,117919,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5055379,-112.256448
219,10218337,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,9125 W COOLIDGE ST,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,51100,5110,204500,20450,255600,25560,106315,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5046186,-112.2569137
224,10218352,PINE GROVE RESIDENTIAL FUNDING I LLC,6101 BAKER RD STE 200,MINNETONKA,MN,55345,USA,4712 N 91ST LN,PHOENIX,85037,RESIDENTIAL,220289367,3/31/22,WD,52900,5290,211800,21180,264700,26470,119967,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PINE GROVE RESIDENTIAL FUNDING I LLC,,Y,1,RENTERS WAREHOUSE,Renters Warehouse,1,33.5059491,-112.2569137
230,10218382,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4702 N 92ND AVE,PHOENIX,85037,RESIDENTIAL,170683029,9/15/17,SD,53400,5340,213700,21370,267100,26710,121160,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5057302,-112.2578379
233,10218388,VM PRONTO LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,9203 W PIERSON ST,PHOENIX,85037,RESIDENTIAL,220069331,1/24/22,WD,60000,6000,240100,24010,300100,30010,146757,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM PRONTO LLC,,Y,1,THE AMHERST GROUP LLC,The Amherst Group LLC,1,33.5067603,-112.2581245
236,10218397,PROGRESS RESIDENTIAL BORROWER 15 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9230 W ELM ST,PHOENIX,85037,RESIDENTIAL,201190436,12/3/20,SD,53000,5300,212200,21220,265200,26520,119967,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 15 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.5064613,-112.2589395
237,10218399,RJ AMERICAN HOMES 4 RENT ONE LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9222 W ELM ST,PHOENIX,85037,RESIDENTIAL,120796339,9/5/12,SD,53000,5300,212300,21230,265300,26530,118601,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RJ AMERICAN HOMES 4 RENT ONE LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.5065315,-112.2585669
240,10218404,STARDOM RENTALS 2 LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,4701 N 92ND DR,PHOENIX,85037,RESIDENTIAL,201188809,12/3/20,SD,47700,4770,191100,19110,238800,23880,97440,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,Stardom Real Estate Companies,1,33.505683,-112.2582314
243,10218432,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,9121 W MACKENZIE DR,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,50200,5020,201000,20100,251200,25120,95735,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4962157,-112.2564945
244,10218434,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,9129 W MACKENZIE DR,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,51500,5150,206300,20630,257800,25780,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4961871,-112.2568671
249,10218451,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4218 N 92ND LN,PHOENIX,85037,RESIDENTIAL,190757514,9/25/19,WD,51300,5130,205300,20530,256600,25660,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.4969367,-112.2592888
252,10218455,PROGRESS RESIDENTIAL BORROWER 19 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9234 W SERRANO ST,PHOENIX,85037,RESIDENTIAL,220415799,5/12/22,SD,55500,5550,222300,22230,277800,27780,117235,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 19 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4976119,-112.2591258
253,10218457,TAH 2017-2 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,9226 W SERRANO ST,PHOENIX,85037,RESIDENTIAL,170944835,12/21/17,SD,51300,5130,205400,20540,256700,25670,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4975913,-112.2586834
260,10218494,AMERICAN RESIDENTIAL LEASING COMPANY LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,4213 N 92ND LN,PHOENIX,85037,RESIDENTIAL,130226502,3/12/13,SD,51600,5160,206500,20650,258100,25810,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMERICAN RESIDENTIAL LEASING COMPANY LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.496775,-112.2588231
261,10218495,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,4209 N 92ND LN,PHOENIX,85037,RESIDENTIAL,180295535,4/19/18,SD,56500,5650,226000,22600,282500,28250,116210,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4966087,-112.2588231
262,10218500,AMH 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9206 W MACKENZIE DR,PHOENIX,85037,RESIDENTIAL,140335624,5/23/14,SD,51300,5130,205300,20530,256600,25660,99828,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.4965621,-112.2576355
265,10218531,AMH 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,9518 W MARIPOSA ST,PHOENIX,85037,RESIDENTIAL,140335625,5/23/14,SD,49100,4910,196500,19650,245600,24560,105972,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,American Homes 4 Rent,1,33.5071727,-112.2652032
271,10218572,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,4819 N 96TH LN,PHOENIX,85037,RESIDENTIAL,180295548,4/19/18,SD,48500,4850,194100,19410,242600,24260,105117,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.5065744,-112.2668332
286,10218645,RED GROUND EQUITIES LP,4500 N 32ND ST SUITE 200,PHOENIX,AZ,85018,USA,4703 N 95TH LN,PHOENIX,85037,RESIDENTIAL,160910970,12/9/16,SD,60800,6080,243200,24320,304000,30400,149485,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RED GROUND EQUITIES LP,,Y,1,METROPOLITAN REAL ESTATE,Metropolitan Real Estate,1,33.5041225,-112.2650635
292,10218664,PROGRESS RESIDENTIAL BORROWER 12 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4708 N 95TH LN,PHOENIX,85037,RESIDENTIAL,200241335,3/20/20,SD,59800,5980,239200,23920,299000,29900,146415,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 12 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.5042338,-112.2655758
297,10218700,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,9622 W HAZELWOOD ST,PHOENIX,85037,RESIDENTIAL,220109008,2/4/22,WD,59600,5960,238600,23860,298200,29820,144708,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.5034125,-112.2670661
301,10218718,SFR ACQUISITIONS 2 LLC,6500 INTERNATIONAL PARKWAY STE 1100,PLANO,TX,75093,USA,9524 W MEADOWBROOK AVE,PHOENIX,85037,RESIDENTIAL,220314372,4/8/22,WD,59600,5960,238700,23870,298300,29830,144708,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 2 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,Home Partners / Pathlight Property Management,1,33.5026891,-112.2653895
305,10218739,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,9522 W MINNEZONA AVE,PHOENIX,85037,RESIDENTIAL,190918713,11/14/19,WD,60500,6050,242100,24210,302600,30260,147097,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,Yamasa Corporation,1,33.5018576,-112.2653895
306,10218740,RSTK PHOENIX OWNER 1 LP,717 N HARWOOD ST SUITE 2800,DALLAS,TX,75201,USA,9526 W MINNEZONA AVE,PHOENIX,85037,RESIDENTIAL,220270020,3/25/22,WD,53900,5390,215600,21560,269500,26950,120477,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.5018892,-112.2655525
311,10218888,PROGRESS RESIDENTIAL BORROWER 16 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10305 W MONTEROSA AVE,PHOENIX,85037,RESIDENTIAL,210642253,6/10/21,SD,50500,5050,202000,20200,252500,25250,108558,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 16 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4951966,-112.2813166
312,10218891,PROGRESS RESIDENTIAL BORROWER 15 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10317 W MONTEROSA AVE,PHOENIX,85037,RESIDENTIAL,201190436,12/3/20,SD,46300,4630,185200,18520,231500,23150,78497,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 15 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4952007,-112.2817357
313,10218892,TRICON SFR 2020-2 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,10321 W MONTEROSA AVE,PHOENIX,85037,RESIDENTIAL,201109413,11/13/20,SD,50400,5040,201900,20190,252300,25230,108558,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TRICON SFR 2020-2 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4951743,-112.2818754
314,10218895,PROGRESS RESIDENTIAL BORROWER 14 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10333 W MONTEROSA AVE,PHOENIX,85037,RESIDENTIAL,200492810,6/8/20,SD,48500,4850,194300,19430,242800,24280,133988,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 14 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4952288,-112.282248
316,10218912,PROGRESS RESIDENTIAL BORROWER 4 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,10320 W DEVONSHIRE AVE,PHOENIX,85037,RESIDENTIAL,180589515,8/3/18,SD,48400,4840,193900,19390,242300,24230,132238,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 4 LLC,,Y,1,PROGRESS RESIDENTIAL,Progress Residential,1,33.4957652,-112.2818288
318,10219024,2018-4 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,4150 N 85TH AVE,PHOENIX,85037,RESIDENTIAL,180842209,11/13/18,SD,44000,4400,176300,17630,220300,22030,53243,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-4 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4959595,-112.2426164
320,10219036,SFR INVESTMENTS I LLC,PO BOX 2249,CUMMING,GA,30028,USA,8435 W HEATHERBRAE DR,PHOENIX,85037,RESIDENTIAL,170102632,2/10/17,SD,41100,4110,164600,16460,205700,20570,47098,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,COLD RIVER PARTNERS,Cold River Partners,1,33.4971614,-112.2413124
321,10219040,DESERT POINTE PROPERTIES LLC,525 S DOUGLAS STREET STE 200,EL SEGUNDO,CA,90245,USA,8452 W MACKENZIE DR,PHOENIX,85037,RESIDENTIAL,130903231,10/11/13,WD,42700,4270,171000,17100,213700,21370,48975,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DESERT POINTE PROPERTIES LLC,,Y,1,URBAN POINTE PROPERTIES,Urban Pointe Properties,1,33.4968395,-112.2419178
324,10219075,SFR INVESTMENTS I LLC,PO BOX 2249,CUMMING,GA,30028,USA,8429 W HEATHERBRAE DR,PHOENIX,85037,RESIDENTIAL,170102635,2/10/17,SD,42300,4230,169300,16930,211600,21160,48805,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,COLD RIVER PARTNERS,Cold River Partners,1,33.4971548,-112.2411261
329,10219117,STAR 2021-SFR2 BORROWER LP,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,8328 W DEVONSHIRE AVE,PHOENIX,85037,RESIDENTIAL,211321708,12/14/21,SD,47100,4710,188600,18860,235700,23570,116835,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR2 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4961835,-112.2392167
331,10219132,STARDOM REALTY LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,8401 W DEVONSHIRE AVE,PHOENIX,85037,RESIDENTIAL,110826555,10/5/11,TD,45000,4500,180000,18000,225000,22500,109921,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REALTY LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,Stardom Real Estate Companies,1,33.4958266,-112.2400084
334,10219151,RS XII PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4106 N 84TH CIR,PHOENIX,85037,RESIDENTIAL,210580724,5/25/21,WD,46500,4650,186300,18630,232800,23280,56825,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4947869,-112.2408933
341,10219201,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8455 W MONTECITO AVE,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,43400,4340,173800,17380,217200,21720,50512,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4985005,-112.2421507
345,10219236,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8454 W GLENROSA AVE,PHOENIX,85037,RESIDENTIAL,170314434,5/1/17,SD,42700,4270,171100,17110,213800,21380,99944,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4982095,-112.2421507
351,10219281,SCI FINANCIAL LLC,10632 N SCOTTSDALE RD B-466,SCOTTSDALE,AZ,85254,USA,4331 N 83RD DR,PHOENIX,85037,RESIDENTIAL,110311103,4/12/11,SD,43900,4390,175900,17590,219800,21980,53755,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SCI FINANCIAL LLC,,Y,1,WEST USA REALTY,West USA Realty,1,33.4990048,-112.2381456
352,10219285,SFR INVESTMENTS I LLC,PO BOX 2249,CUMMING,GA,30028,USA,4401 N 83RD DR,PHOENIX,85037,RESIDENTIAL,170102631,2/10/17,SD,48000,4800,192100,19210,240100,24010,60066,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS I LLC,,Y,1,COLD RIVER PARTNERS,Cold River Partners,1,33.4997949,-112.2381456
357,10219316,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8437 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,200159062,2/25/20,SD,43100,4310,172500,17250,215600,21560,50852,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4991222,-112.2414987
358,10219317,2018-4 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8433 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,180842209,11/13/18,SD,39700,3970,159100,15910,198800,19880,45393,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-4 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4991573,-112.2413124
359,10219323,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,8401 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,180353712,5/9/18,SD,46700,4670,187100,18710,233800,23380,59386,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4991532,-112.2400084
361,10219328,2018-1 1H BORROWER LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8323 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,180104958,2/12/18,SD,38900,3890,155900,15590,194800,19480,43684,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4991381,-112.2389838
362,10219334,CONTINENTAL FINANCIAL LLC,10632 N SCOTTSDALE RD STE B466,SCOTTSDALE,AZ,85254,USA,8328 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,120227107,3/20/12,WD,39300,3930,157300,15730,196600,19660,44540,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CONTINENTAL FINANCIAL LLC,,Y,1,WEST USA REALTY,West USA Realty,1,33.4995101,-112.2392167
364,10219345,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8438 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,170683029,9/15/17,SD,39500,3950,158200,15820,197700,19770,47098,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4994965,-112.2414987
385,10219477,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,8712 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,220396397,5/5/22,WD,48300,4830,193400,19340,241700,24170,75647,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,Streetlane Homes,1,33.4996065,-112.2473201
400,10219546,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,8808 W GLENROSA AVE,PHOENIX,85037,RESIDENTIAL,120516173,6/14/12,TD,38800,3880,155300,15530,194100,19410,44710,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,Stardom Real Estate Companies,1,33.4982403,-112.249276
401,10219547,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,8814 W GLENROSA AVE,PHOENIX,85037,RESIDENTIAL,180295535,4/19/18,SD,44500,4450,178100,17810,222600,22260,60580,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4982468,-112.2494623
416,10219621,STARDOM REAL ESTATE LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,8832 W DEVONSHIRE AVE,PHOENIX,85037,RESIDENTIAL,111045748,12/20/11,TD,44900,4490,179700,17970,224600,22460,56655,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM REAL ESTATE LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,Stardom Real Estate Companies,1,33.4961587,-112.2503938
423,10219674,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,9018 W SELLS DR,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,44300,4430,177500,17750,221800,22180,55801,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.5009502,-112.2536537
425,10219681,2018-4 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,4408 N 90TH DR,PHOENIX,85037,RESIDENTIAL,180842209,11/13/18,SD,43600,4360,174600,17460,218200,21820,54605,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-4 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.500383,-112.2546783
438,10219746,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8923 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,170842995,11/14/17,SD,49200,4920,196900,19690,246100,24610,124098,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4992045,-112.251884
442,10219759,SWH 2017-1 BORROWER LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,9030 W TURNEY AVE,PHOENIX,85037,RESIDENTIAL,190909498,11/12/19,SD,46800,4680,187200,18720,234000,23400,66394,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SWH 2017-1 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4995911,-112.2540263
464,10219844,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,8930 W HEATHERBRAE DR,PHOENIX,85037,RESIDENTIAL,220331437,4/14/22,SD,44900,4490,179800,17980,224700,22470,55120,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4975303,-112.2521634
466,10219847,TAH 2017-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,8948 W HEATHERBRAE DR,PHOENIX,85037,RESIDENTIAL,170628102,8/25/17,SD,46000,4600,184000,18400,230000,23000,59726,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,Tricon Residential,1,33.4975399,-112.2528853
472,10219877,STAR 2021-SFR2 BORROWER LP,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,8924 W MACKENZIE DR,PHOENIX,85037,RESIDENTIAL,211321708,12/14/21,SD,47400,4740,189900,18990,237300,23730,67406,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2021-SFR2 BORROWER LP,,Y,1,INVITATION HOMES,Invitation Homes,1,33.4968673,-112.2519306
