,index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,Is_top_corpo
419,1066,10224116,2018-1 1H BORROWER LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8861 W WELDON AVE,PHOENIX,85037,RESIDENTIAL,180104958,12-FEB-2018,SD,47400,4740,189600,18960,237000,23700,65016,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
420,1067,10224121,VM MASTER ISSUER LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,8921 W WELDON AVE,PHOENIX,85037,RESIDENTIAL,220318550,11-APR-2022,SD,49300,4930,197300,19730,246600,24660,71672,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,VM MASTER ISSUER LLC,,Y,1,THE AMHERST GROUP LLC,1
421,1069,10224126,MCH SFR PROPERTY OWNER 3 LLC,14355 COMMERCE WAY,MIAMI LAKES,FL,33016,USA,3412 N 89TH AVE,PHOENIX,85037,RESIDENTIAL,220386566,03-MAY-2022,WD,46600,4660,186500,18650,233100,23310,63141,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MCH SFR PROPERTY OWNER 3 LLC,,Y,1,MY COMMUNITY HOMES,1
422,1072,10224138,PHOENIX PROPERTY MANAGEMENT 6 LLC,8465 W GRAND AVE,PEORIA,AZ,85345,USA,3420 N 88TH LN,PHOENIX,85037,RESIDENTIAL,220108237,04-FEB-2022,WD,48500,4850,194200,19420,242700,24270,116572,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PHOENIX PROPERTY MANAGEMENT 6 LLC,,Y,1,CHRC HOLDINGS LLC,0
423,1077,10224154,EC AZ PROPERTIES LP,BOX 10,WINKLER,MB,R6W4A4,CANADA,3409 N 88TH DR,PHOENIX,85037,RESIDENTIAL,200066008,24-JAN-2020,WD,48300,4830,193400,19340,241700,24170,115347,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,EC AZ PROPERTIES LP,,Y,1,EC AZ PROPERTIES LP,0
424,1080,10224174,JADE PROSPERITY INVESTMENTS 7 LLC,4155 N 108TH AVE STE 104,PHOENIX,AZ,850375464,USA,3442 N 89TH AVE,PHOENIX,85037,RESIDENTIAL,170946013,21-DEC-2017,QD,47800,4780,191300,19130,239100,23910,119549,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,JADE PROSPERITY INVESTMENTS 7 LLC,,Y,1,,0
425,1083,10224193,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8851 W WELDON AVE,PHOENIX,85037,RESIDENTIAL,200159062,25-FEB-2020,SD,49200,4920,197000,19700,246200,24620,117709,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,1
426,1084,10224206,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,3638 N 88TH DR,PHOENIX,85037,RESIDENTIAL,180353712,09-MAY-2018,SD,46000,4600,184100,18410,230100,23010,64504,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
427,1085,10224209,LIVINGSTON 3 LLC,PO BOX 23152,PHOENIX,AZ,85063,USA,3652 N 88TH DR,PHOENIX,85037,RESIDENTIAL,120596442,09-JUL-2012,WD,48600,4860,194700,19470,243300,24330,68259,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,LIVINGSTON 3 LLC,,Y,1,,0
428,1087,10224214,8821 LLC,6150 E HILLERY DR,SCOTTSDALE,AZ,85254,USA,8821 W WELDON AVE,PHOENIX,85037,RESIDENTIAL,170019340,10-JAN-2017,SD,48600,4860,194400,19440,243000,24300,66724,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,8821 LLC,,Y,1,,0
429,1088,10224219,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,3426 N 87TH DR,PHOENIX,85037,RESIDENTIAL,170683029,15-SEP-2017,SD,50600,5060,202600,20260,253200,25320,70988,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
430,1089,10224221,TAH 2017-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,8723 W WHITTON AVE,PHOENIX,85037,RESIDENTIAL,170628102,25-AUG-2017,SD,48400,4840,193900,19390,242300,24230,68431,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
431,1090,10224227,2018-4 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8807 W WHITTON AVE,PHOENIX,85037,RESIDENTIAL,180842209,13-NOV-2018,SD,47400,4740,189600,18960,237000,23700,66041,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-4 IH BORROWER LP,,Y,1,INVITATION HOMES,1
432,1092,10224231,TAH MS BORROWER LLC,PO BOX 15086,SANTA ANA,CA,92735,USA,8828 W WHITTON AVE,PHOENIX,85037,RESIDENTIAL,170793317,26-OCT-2017,SD,46700,4670,187100,18710,233800,23380,63652,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH MS BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
433,1098,10224268,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,3624 N 87TH AVE,PHOENIX,85037,RESIDENTIAL,170314434,01-MAY-2017,SD,46000,4600,184200,18420,230200,23020,60751,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
434,1099,10224269,IH2 PROPERTY BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,3630 N 87TH AVE,PHOENIX,85037,RESIDENTIAL,220353502,21-APR-2022,SD,47000,4700,188000,18800,235000,23500,65701,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,INVITATION HOMES,1
435,1102,10224282,IH2 PROPERTY BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,75201,USA,8731 W COLUMBUS AVE,PHOENIX,85037,RESIDENTIAL,220353502,21-APR-2022,SD,46100,4610,184700,18470,230800,23080,110359,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH2 PROPERTY BORROWER LP,,Y,1,INVITATION HOMES,1
436,1105,10224288,AMERICAN RESIDENTIAL LEASING COMPANY LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,8815 W COLUMBUS AVE,PHOENIX,85037,RESIDENTIAL,121160397,20-DEC-2012,QD,45200,4520,181100,18110,226300,22630,58021,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMERICAN RESIDENTIAL LEASING COMPANY LLC,,Y,1,AMERICAN HOMES 4 RENT,1
437,1111,10224329,LIVINGSTON 3 LLC,PO BOX 23152,PHOENIX,AZ,85063,USA,9027 W WHITTON AVE,PHOENIX,85037,RESIDENTIAL,120596440,09-JUL-2012,WD,46600,4660,186500,18650,233100,23310,64162,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,LIVINGSTON 3 LLC,,Y,1,,0
438,1112,10224330,RS XII PHOENIX OWNER 2 LP,717 N HARWOOD ST SUITE 2800,DALLAS,TX,75201,USA,9021 W WHITTON AVE,PHOENIX,85037,RESIDENTIAL,211088953,08-OCT-2021,WD,46700,4670,186900,18690,233600,23360,65186,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,STREETLANE HOMES,1
439,1113,10224341,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,3410 N 90TH DR,PHOENIX,85037,RESIDENTIAL,170314434,01-MAY-2017,SD,44000,4400,176100,17610,220100,22010,57335,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
440,1115,10224358,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,8922 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,170842995,14-NOV-2017,SD,45900,4590,183900,18390,229800,22980,65871,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
441,1116,10224363,MANAGEMENT GROUP LLC,13940 W MEEKER BLVD STE 115,SUN CITY WEST,AZ,85375,USA,8935 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,120251900,27-MAR-2012,WD,44300,4430,177400,17740,221700,22170,63311,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MANAGEMENT GROUP LLC,,Y,1,MANAGEMENT GROUP LLC,0
442,1117,10224366,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,8925 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,180295535,19-APR-2018,SD,42600,4260,170700,17070,213300,21330,58191,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
443,1118,10224370,TAH 2017-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,8913 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,170628102,25-AUG-2017,SD,42600,4260,170600,17060,213200,21320,58191,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
444,1119,10224371,TAH 2018-1 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,8907 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,180295535,19-APR-2018,SD,43700,4370,174800,17480,218500,21850,60922,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2018-1 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
445,1123,10224391,BAF ASSETS 4 LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,3830 N 89TH DR,PHOENIX,85037,RESIDENTIAL,220193160,02-MAR-2022,SD,46400,4640,185600,18560,232000,23200,99835,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF ASSETS 4 LLC,,Y,1,THE AMHERST GROUP LLC,1
446,1124,10224395,ATLAS RESIDENTIAL LLC,6250 E CHENEY DR,PARADISE VALLEY,AZ,85253,USA,8948 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,091013596,03-NOV-2009,TD,45200,4520,181000,18100,226200,22620,109046,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ATLAS RESIDENTIAL LLC,,Y,1,ATLAS RESIDENTIAL LLC,1
447,1130,10224404,SFR ACQUISITIONS 2 LLC,6500 INTERNATIONAL PKWY STE 1100,PLANO,TX,75093,USA,9026 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,220355152,22-APR-2022,WD,46200,4620,185100,18510,231300,23130,64162,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 2 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,1
448,1132,10224409,NATIONWIDE ASSETS LLC,10632 N SCOTTSDALE RD SUITE B-466,SCOTTSDALE,AZ,85254,USA,9017 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,150772681,27-OCT-2015,WD,45900,4590,183900,18390,229800,22980,66041,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,NATIONWIDE ASSETS LLC,,Y,1,,0
449,1134,10224414,JINZHI LLC,9679 GARIBALDI AVE,TEMPLE CITY,CA,91780,USA,8957 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,090470172,26-MAY-2009,SD,46300,4630,185500,18550,231800,23180,66894,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,JINZHI LLC,,Y,1,,0
450,1135,10224415,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,8953 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,220209842,08-MAR-2022,WD,46000,4600,184200,18420,230200,23020,66041,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,1
451,1138,10224422,2018-1 1H BORROWER LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8917 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,180104958,12-FEB-2018,SD,44300,4430,177500,17750,221800,22180,60751,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
452,1140,10224431,2017-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,3803 N 88TH DR,PHOENIX,85037,RESIDENTIAL,170842995,14-NOV-2017,SD,47700,4770,190800,19080,238500,23850,123486,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
453,1142,10224437,PIEDRA LLC,1845 MCCULLOCH BLVD N B4,LAKE HAVASU,AZ,86403,USA,8855 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,090532208,11-JUN-2009,WD,44800,4480,179300,17930,224100,22410,66552,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PIEDRA LLC,,Y,1,PIEDRA LLC,0
454,1143,10224439,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8850 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,170842994,14-NOV-2017,SD,44800,4480,179300,17930,224100,22410,65016,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,1
455,1145,10224448,SFR ACQUISITIONS 2 LLC,6500 INTERNATIONAL PKWY STE 100,PLANO,TX,75093,USA,4006 N 88TH LN,PHOENIX,85037,RESIDENTIAL,220260209,23-MAR-2022,WD,44600,4460,178400,17840,223000,22300,64162,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 2 LLC,,Y,1,SFR ACQUISITIONS 2 LLC,0
456,1149,10224484,BELLA RESIDENTIAL PROPERTIES LLC,4022 N 89TH AVE,PHOENIX,AZ,85037,USA,4022 N 89TH AVE,PHOENIX,85037,RESIDENTIAL,170794368,26-OCT-2017,WD,44700,4470,178800,17880,223500,22350,64845,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BELLA RESIDENTIAL PROPERTIES LLC,,Y,1,BELLA RESIDENTIAL PROPERTIES LLC,0
457,1150,10224488,IH3 PROPERTY PHOENIX LP,2075 S COTTONWOOD DR,TEMPE,AZ,85282,USA,8905 W VALE DR,PHOENIX,85037,RESIDENTIAL,140087394,10-FEB-2014,WD,46300,4630,185200,18520,231500,23150,114298,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH3 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,1
458,1151,10224491,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8917 W VALE DR,PHOENIX,85037,RESIDENTIAL,170314434,01-MAY-2017,SD,45700,4570,183100,18310,228800,22880,68259,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
459,1156,10224499,AMH 2014-2 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,8922 W VALE DR,PHOENIX,85037,RESIDENTIAL,140638998,26-SEP-2014,SD,44100,4410,176700,17670,220800,22080,63311,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMH 2014-2 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,1
460,1157,10224503,RSTK PHOENIX OWNER 1 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,8910 W VALE DR,PHOENIX,85037,RESIDENTIAL,220063188,21-JAN-2022,WD,44300,4430,177500,17750,221800,22180,63993,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,1
461,1158,10224526,PEGGY AND JOY INC,1501 32ND AVE SW,MINOY,ND,58701,USA,3853 N 88TH LN,PHOENIX,85037,RESIDENTIAL,091150110,16-DEC-2009,WD,43800,4380,175200,17520,219000,21900,62796,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PEGGY AND JOY INC,,Y,1,PEGGY AND JOY INC,0
462,1160,10224532,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,3831 N 88TH LN,PHOENIX,85037,RESIDENTIAL,200159062,25-FEB-2020,SD,44500,4450,178200,17820,222700,22270,62627,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,1
463,1161,10224536,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,8841 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,220331438,14-APR-2022,SD,46600,4660,186500,18650,233100,23310,114735,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,1
464,1163,10224538,THR PHOENIX LLC,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,8849 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,120867527,25-SEP-2012,AF,44600,4460,178700,17870,223300,22330,65359,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,INVITATION HOMES,1
465,1165,10224541,THR PHOENIX LLC,1121 W WARNER RD STE 110,TEMPE,AZ,85284,USA,8714 W CLARENDON AVE,PHOENIX,85037,RESIDENTIAL,120873026,26-SEP-2012,WD,49100,4910,196600,19660,245700,24570,75427,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LLC,,Y,1,INVITATION HOMES,1
466,1166,10224543,RSTK PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,8726 W CLARENDON AVE,PHOENIX,85037,RESIDENTIAL,220369994,27-APR-2022,WD,46300,4630,185500,18550,231800,23180,65871,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,1
467,1168,10224550,PADILLA INVESTMENTS LLC,6930 W LONE CACTUS DR,GLENDALE,AZ,85308,USA,8805 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,210090270,26-JAN-2021,SD,43800,4380,175300,17530,219100,21910,61605,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PADILLA INVESTMENTS LLC,,Y,1,PADILLA INVESTMENTS LLC,0
468,1169,10224552,SUNRISE CAPITAL INVESTMENTS LLC,4155 N 108TH AVE STE 104,PHOENIX,AZ,85037,USA,8739 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,170946010,21-DEC-2017,WD,43800,4380,175300,17530,219100,21910,61605,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SUNRISE CAPITAL INVESTMENTS LLC,,Y,1,,0
469,1170,10224554,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,8733 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,201012709,21-OCT-2020,SD,42200,4220,168800,16880,211000,21100,57510,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,1
470,1171,10224555,BELLA RESIDENTIAL PROPERTIES LLC,8729 W INDIANOLA AVE,PHOENIX,AZ,85037,USA,8729 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,170794370,26-OCT-2017,WD,43800,4380,175300,17530,219100,21910,61605,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BELLA RESIDENTIAL PROPERTIES LLC,,Y,1,BELLA RESIDENTIAL PROPERTIES LLC,0
471,1172,10224560,RED GROUND EQUITIES LP,4500 N 32ND ST SUITE 200,PHOENIX,AZ,85018,USA,8713 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,160910970,09-DEC-2016,SD,43800,4380,175300,17530,219100,21910,61945,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RED GROUND EQUITIES LP,,Y,1,METROPOLITAN REAL ESTATE,1
472,1176,10224579,MANN AND MANN INVESTMENT LLC,6150 E HILLERY DR,SCOTTSDALE,AZ,85254,USA,4007 N 87TH DR,PHOENIX,85037,RESIDENTIAL,091113538,04-DEC-2009,SD,44300,4430,177500,17750,221800,22180,62457,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MANN AND MANN INVESTMENT LLC,,Y,1,,0
473,1177,10224583,RS XII PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,8707 W AMELIA AVE,PHOENIX,85037,RESIDENTIAL,210230477,02-MAR-2021,WD,48500,4850,194000,19400,242500,24250,74574,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,1
474,1180,10224593,MCH SFR PROPERTY OWNER 3 LLC,14355 COMMERCE WAY,MIAMI LAKES,FL,33016,USA,8730 W AMELIA AVE,PHOENIX,85037,RESIDENTIAL,220386358,03-MAY-2022,WD,43900,4390,175800,17580,219700,21970,63311,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MCH SFR PROPERTY OWNER 3 LLC,,Y,1,MY COMMUNITY HOMES,1
475,1181,10224604,MI CASITA LLC,7239 W SELLS DR,PHOENIX,AZ,85033,USA,8702 W VALE DR,PHOENIX,85037,RESIDENTIAL,110178415,01-MAR-2011,QD,45000,4500,180300,18030,225300,22530,63141,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MI CASITA LLC,,Y,1,,0
476,1182,10224605,AZ WHOLESALE PROPERTIES LLC,11721 W RIO VISTA LN,AVONDALE,AZ,85323,USA,8708 W VALE DR,PHOENIX,85037,RESIDENTIAL,210489850,30-APR-2021,WD,43500,4350,174300,17430,217800,21780,60580,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AZ WHOLESALE PROPERTIES LLC,,Y,1,AZ WHOLESALE PROPERTIES LLC,0
477,1183,10224608,ALANROS LLC,2801 N LITCHFIELD RD UNIT 53,GOODYEAR,AZ,85395,USA,8720 W VALE DR,PHOENIX,85037,RESIDENTIAL,140164661,14-MAR-2014,SD,44000,4400,176000,17600,220000,22000,61091,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ALANROS LLC,,Y,1,ALANROS LLC,0
478,1185,10224611,2018-2 IH BORROWER LP,1717 MAIN ST STE 2000,DALLAS,TX,752014657,USA,8730 W VALE DR,PHOENIX,85037,RESIDENTIAL,180353712,09-MAY-2018,SD,43900,4390,175700,17570,219600,21960,60580,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-2 IH BORROWER LP,,Y,1,INVITATION HOMES,1
479,1192,10224634,IH3 PROPERTY PHOENIX LP,2075 S COTTONWOOD DR,TEMPE,AZ,85282,USA,4010 N 88TH DR,PHOENIX,85037,RESIDENTIAL,131035971,04-DEC-2013,WD,45100,4510,180700,18070,225800,22580,67406,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH3 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,1
480,1194,10224647,SFR ACQUISITIONS 3 LLC,120 S RIVERSIDE PLAZA STE 2000,CHICAGO,IL,60606,USA,8814 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,220502229,15-JUN-2022,WD,42300,4230,169500,16950,211800,21180,57335,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR ACQUISITIONS 3 LLC,,Y,1,HOME PARTNERS / PATHLIGHT PROPERTY MANAGEMENT,1
481,1196,10224656,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,8724 W INDIANOLA AVE,PHOENIX,85037,RESIDENTIAL,220331437,14-APR-2022,SD,44000,4400,176000,17600,220000,22000,61775,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,1
482,1197,10224657,THR PHOENIX LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,8723 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,170842994,14-NOV-2017,SD,49700,4970,198900,19890,248600,24860,120947,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,THR PHOENIX LP,,Y,1,INVITATION HOMES,1
483,1198,10224660,BAF ASSETS 3 LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,8733 W FAIRMOUNT AVE,PHOENIX,85037,RESIDENTIAL,210557806,19-MAY-2021,SD,46400,4640,185800,18580,232200,23220,70477,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF ASSETS 3 LLC,,Y,1,THE AMHERST GROUP LLC,1
484,1201,10224673,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,4011 N 88TH DR,PHOENIX,85037,RESIDENTIAL,180504461,02-JUL-2018,SD,44200,4420,176900,17690,221100,22110,62627,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,1
