,index,PARCEL_NUM,O_NAME,O_ADDR1,O_CITY,O_STATE,O_ZIP,O_CNTRY,SITE_ADDR,S_CITY,S_ZIP,PROP_TYPE,DEED_NUM,DEED_DATE,DEED_TYPE,LAND_FCV,LAND_ASSDV,IMPR_FCV,IMPR_ASSDV,TOTAL_FCV,TOTAL_FCAV,LPV,PUC,LAND_LCC,LAND_LCSC,IMPR_LCC,IMPR_LCSC,RENTAL_IND,prop_class,prop_class_desc,O_NAME_ONE,O_NAME_TWO,MultiplesFlag,In_list_corpo,P_ORG,Is_top_corpo
11604,37893,21517772,SFR 2012-1 US WEST LLC,8665 E HARTFORD DR SUITE 200,SCOTTSDALE,AZ,85255,USA,4049 E ANGELA DR,PHOENIX,85032,RESIDENTIAL,120653716,25-JUL-2012,WD,76300,7630,305200,30520,381500,38150,239836,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR 2012-1 US WEST LLC,,Y,1,INVITATION HOMES,1
11605,37901,21518022,LASGISELIA LLC,3015 E GELDING DR,PHOENIX,AZ,85032,USA,4520 E ST JOHN RD,PHOENIX,85032,RESIDENTIAL,210751160,09-JUL-2021,SD,90200,9020,361000,36100,451200,45120,302817,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,LASGISELIA LLC,,Y,1,LASGISELIA LLC,0
11606,37906,21518061,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4533 E MURIEL DR,PHOENIX,85032,RESIDENTIAL,210418756,14-APR-2021,SD,87300,8730,349400,34940,436700,43670,286221,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,1
11607,37914,21518149,CANDALE PROPERTY INVESTMENTS LLC,4623 E PERSHING AVE,PHOENIX,AZ,85032,USA,17638 N 45TH ST,PHOENIX,85032,RESIDENTIAL,190102329,14-FEB-2019,WD,85500,8550,342000,34200,427500,42750,282653,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CANDALE PROPERTY INVESTMENTS LLC,,Y,1,CANDALE VENTURES LLC,0
11608,37921,21518207,RS XII PHOENIX OWNER 2 L P,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,4759 E ANGELA DR,PHOENIX,85032,RESIDENTIAL,211291811,06-DEC-2021,SD,68500,6850,274100,27410,342600,34260,216721,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII PHOENIX OWNER 2 LP,,Y,1,STREETLANE HOMES,1
11609,37926,21518245,MARYLAND TURTLE LLC,14602 N TATUM BLVD,PHOENIX,AZ,85032,USA,17422 N 47TH ST,PHOENIX,85032,RESIDENTIAL,110789396,23-SEP-2011,WD,78600,7860,314600,31460,393200,39320,260003,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MARYLAND TURTLE LLC,,Y,1,CAMBRIDGE PROPERTIES,0
11610,37928,21518247,MARYLAND TURTLE LLC,7521 E 1ST ST,SCOTTSDALE,AZ,85251,USA,17430 N 47TH ST,PHOENIX,85032,RESIDENTIAL,110935466,10-NOV-2011,WD,79400,7940,317900,31790,397300,39730,260314,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MARYLAND TURTLE LLC,,Y,1,MARYLAND TURTLE LLC,0
11611,37929,21518250,BAF 3 LLC,5001 PLAZA ON THE LAKE SUITE 200,AUSTIN,TX,78746,USA,17442 N 47TH ST,PHOENIX,85032,RESIDENTIAL,220472830,02-JUN-2022,WD,78000,7800,312000,31200,390000,39000,261555,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF 3 LLC,,Y,1,THE AMHERST GROUP LLC,1
11612,37937,21518292,STAR 2022-SFR3 BORROWER L P,591 W PUTNAM AVE,GREENWICH,CT,06830,USA,17630 N 47TH ST,PHOENIX,85032,RESIDENTIAL,220331440,14-APR-2022,SD,68600,6860,274700,27470,343300,34330,217187,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STAR 2022-SFR3 BORROWER LP,,Y,1,INVITATION HOMES,1
11613,37942,21518311,BAF ASSETS 3 LLC,5001 PLAZA ON THE LAKE STE 200,AUSTIN,TX,78746,USA,4637 E HARTFORD AVE,PHOENIX,85032,RESIDENTIAL,210557805,19-MAY-2021,SD,70600,7060,282700,28270,353300,35330,226184,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAF ASSETS 3 LLC,,Y,1,THE AMHERST GROUP LLC,1
11614,37948,21518330,RESIDENTIAL HOME BUYER PHOENIX LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,4612 E ST JOHN RD,PHOENIX,85032,RESIDENTIAL,220287803,31-MAR-2022,WD,68400,6840,273700,27370,342100,34210,220289,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RESIDENTIAL HOME BUYER PHOENIX LLC,,Y,1,PROGRESS RESIDENTIAL,1
11615,37956,21518399,CL KL LL HOLDINGS LLC,6225 E VOLTAIRE AVE,SCOTTSDALE,AZ,85254,USA,17021 N 45TH ST,PHOENIX,85032,RESIDENTIAL,200523481,16-JUN-2020,WD,84500,8450,338300,33830,422800,42280,287306,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CL KL LL HOLDINGS LLC,,Y,1,CL KL LL HOLDINGS LLC,0
11616,37965,21518472,ARP 2014-1 BORROWER LLC,23975 PARK SORRENTO,CALABASAS,CA,91302,USA,17237 N 47TH ST,PHOENIX,85032,RESIDENTIAL,140570910,28-AUG-2014,SD,69400,6940,277900,27790,347300,34730,219668,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARP 2014-1 BORROWER LLC,,Y,1,AMERICAN HOMES 4 RENT,1
11617,37967,21518475,YAMASA CO LTD,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,17225 N 47TH ST,PHOENIX,85032,RESIDENTIAL,190984663,05-DEC-2019,WD,68100,6810,272400,27240,340500,34050,218738,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,YAMASA CO LTD,,Y,1,YAMASA CORPORATION,1
11618,37981,21518650,BABIL OUTFITTERS LLC,8465 E ANGEL SPIRIT,SCOTTSDALE,AZ,85032,USA,4428 E ST JOHN RD,PHOENIX,85032,RESIDENTIAL,210229983,01-MAR-2021,WD,106100,10610,424700,42470,530800,53080,317333,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BABIL OUTFITTERS LLC,,Y,1,BABIL OUTFITTERS LLC,0
11619,37991,21519135,CANDALE PROPERTY INVESTMENTS LLC,11224 N SAINT ANDREWS WAY,SCOTTSDALE,AZ,85254,USA,4635 E KINGS AVE,PHOENIX,85032,RESIDENTIAL,180256583,05-APR-2018,WD,97500,9750,390100,39010,487600,48760,321435,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CANDALE PROPERTY INVESTMENTS LLC,,Y,1,,0
11620,38011,21519375,CANDALE PROPERTY INVESTMENTS LLC,4623 E PERSHING AVE,PHOENIX,AZ,85032,USA,4509 E BEVERLY LN,PHOENIX,85032,RESIDENTIAL,170671352,12-SEP-2017,WD,90100,9010,360400,36040,450500,45050,289633,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CANDALE PROPERTY INVESTMENTS LLC,,Y,1,CANDALE VENTURES LLC,0
11621,38029,21527028,FKH SFR PROPCO B-HLD LP,1850 PARKWAY PL STE 900,MARIETTA,GA,30067,USA,4323 E BECK LN,PHOENIX,85032,RESIDENTIAL,201012709,21-OCT-2020,SD,74400,7440,297800,29780,372200,37220,230371,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FKH SFR PROPCO B-HLD LP,,Y,1,FIRSTKEY HOMES,1
11622,38039,21530036,SELL SIMPLE LLC,15836 N 47TH PL,PHOENIX,AZ,85032,USA,15836 N 47TH PL,PHOENIX,85032,RESIDENTIAL,210854045,06-AUG-2021,WD,93600,9360,374400,37440,468000,46800,302817,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SELL SIMPLE LLC,,Y,1,SELL SIMPLE LLC,0
11623,38049,21531028,FROM LITTLE ACORNS GROW LLC,6021 N 44TH ST,PARADISE VALLEY,AZ,85253,USA,4620 E WALTANN LN,PHOENIX,85032,RESIDENTIAL,110337453,21-APR-2011,SD,115500,11550,462100,46210,577600,57760,375933,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FROM LITTLE ACORNS GROW LLC,,Y,1,FROM LITTLE ACORNS GROW LLC,0
11624,38051,21531043,PSE HOLDINGS LLC,4919 E FRIESS DR,SCOTTSDALE,AZ,85254,USA,4778 E TIERRA BUENA LN,PHOENIX,85032,RESIDENTIAL,140084972,07-FEB-2014,WD,77300,7730,309200,30920,386500,38650,298014,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PSE HOLDINGS LLC,,Y,1,PSE HOLDINGS LLC,0
11625,38082,21569341,PROGRESS RESIDENTIAL HVH BORROWER LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,14434 N 46TH PL,PHOENIX,85032,RESIDENTIAL,211180273,03-NOV-2021,SD,129400,12940,517900,51790,647300,64730,425081,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,PROGRESS RESIDENTIAL,1
11626,38102,21571036,SFR INVESTMENTS V BORROWER 1 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,15028 N 40TH PL,PHOENIX,85032,RESIDENTIAL,220117743,08-FEB-2022,SD,67400,6740,269700,26970,337100,33710,205708,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS V BORROWER 1 LLC,,Y,1,PROGRESS RESIDENTIAL,1
11627,38106,21571068,ROLEEN INVESTORS II LLC,5320 E SAGUARO PL,PARADISE VALLEY,AZ,85253,USA,4136 E BLANCHE DR,PHOENIX,85032,RESIDENTIAL,120411990,15-MAY-2012,SD,63700,6370,255100,25510,318800,31880,193297,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ROLEEN INVESTORS II LLC,,Y,1,ROLEEN INVESTORS II LLC,0
11628,38122,21571248,CHODOCK HOLDINGS LLC,10040 E HAPPY VALLEY RD,SCOTTSDALE,AZ,85255,USA,4301 E VISTA DR,PHOENIX,85032,RESIDENTIAL,110247524,23-MAR-2011,SD,89000,8900,356200,35620,445200,44520,270862,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CHODOCK HOLDINGS LLC,,Y,1,SCOTTSDALE LUXURY GROUP,0
11629,38133,21571381,CANDALE PROPERTY INVESTMENTS LLC,11224 N SAINT ANDREWS WAY,SCOTTSDALE,AZ,85254,USA,4340 E NISBET RD,PHOENIX,85032,RESIDENTIAL,170768512,17-OCT-2017,WD,96900,9690,387700,38770,484600,48460,314608,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CANDALE PROPERTY INVESTMENTS LLC,,Y,1,,0
11630,38134,21571389,CPI AMHERST SFR PROGRAM II OWNER LLC,5001 PLAZA ON THE LK STE 200,AUSTIN,TX,78746,USA,14610 N 40TH PL,PHOENIX,85032,RESIDENTIAL,210280947,12-MAR-2021,SD,55400,5540,221800,22180,277200,27720,165992,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CPI AMHERST SFR PROGRAM II OWNER LLC,,Y,1,THE AMHERST GROUP LLC,1
11631,38135,21571394,IM IN MUD LLC,1703 E BETHANY HOME RD,PHOENIX,AZ,85016,USA,14605 N 40TH PL,PHOENIX,85032,RESIDENTIAL,220322208,12-APR-2022,WD,65900,6590,263800,26380,329700,32970,203410,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IM IN MUD LLC,,Y,1,IM IN MUD LLC,0
11632,38144,21572080,IH6 PROPERTY WEST LP,1717 MAIN ST UNIT 2000,DALLAS,TX,75201,USA,14430 N 41ST CT,PHOENIX,85032,RESIDENTIAL,180342108,04-MAY-2018,WD,50200,5020,200800,20080,251000,25100,96756,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH6 PROPERTY WEST LP,,Y,1,IH6 PROPERTY WEST LP,0
11633,38149,21572102,TAH 2017-2 BORROWER LLC,1508 BROOKHOLLOW DR,SANTA ANA,CA,92705,USA,4034 E GELDING DR,PHOENIX,85032,RESIDENTIAL,170944835,21-DEC-2017,SD,56400,5640,225600,22560,282000,28200,137052,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,TAH 2017-2 BORROWER LLC,,Y,1,TRICON RESIDENTIAL,1
11634,38150,21572108,STARDOM RENTALS 2 LLC,3506 N 24TH ST,PHOENIX,AZ,85016,USA,4027 E GELDING DR,PHOENIX,85032,RESIDENTIAL,201188809,03-DEC-2020,SD,54400,5440,217800,21780,272200,27220,136771,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,STARDOM RENTALS 2 LLC,,Y,1,STARDOM REAL ESTATE COMPANIES,1
11635,38157,21572175,KOOL HOLDING CORPORATION,2624 W TAMARISK AVE,PHOENIX,AZ,85041,USA,4034 E HEARN RD,PHOENIX,85032,RESIDENTIAL,110278904,31-MAR-2011,SD,51100,5110,204500,20450,255600,25560,106654,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,KOOL HOLDING CORPORATION,,Y,1,KOOL HOLDING CORPORATION,0
11636,38158,21572188,ATLAS RESIDENTIAL LLC,6250 E CHENEY DR,PARADISE VALLEY,AZ,85253,USA,14402 N 40TH PL,PHOENIX,85032,RESIDENTIAL,120909615,08-OCT-2012,TD,61500,6150,246100,24610,307600,30760,141803,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ATLAS RESIDENTIAL LLC,,Y,1,ATLAS RESIDENTIAL LLC,1
11637,38160,21572203,2018-1 1H BORROWER LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,4049 E HEARN RD,PHOENIX,85032,RESIDENTIAL,180104958,12-FEB-2018,SD,55000,5500,220300,22030,275300,27530,135653,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
11638,38172,21572256,HILLWOOD HEALTHCARE CONSULTANTS INC DEFINED B,7600 N 16TH ST UNIT 140,PHOENIX,AZ,85020,USA,4061 E LUDLOW DR,PHOENIX,85032,RESIDENTIAL,110587134,15-JUL-2011,WD,62500,6250,250200,25020,312700,31270,130204,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,HILLWOOD HEALTHCARE CONSULTANTS INC DEFINED B,,Y,1,HILLWOOD HEALTHCARE CONSULTANTS INC DEFINED B,0
11639,38184,21572547,CANDALE PROPERTY INVESTMENTS LLC,11224 N SAINT ANDREWS WAY,SCOTTSDALE,AZ,85254,USA,14430 N 44TH ST,PHOENIX,85032,RESIDENTIAL,180496957,29-JUN-2018,WD,76800,7680,307400,30740,384200,38420,233474,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CANDALE PROPERTY INVESTMENTS LLC,,Y,1,,0
11640,38185,21591014,RS XII NM PHOENIX OWNER 1 LP,717 N HARWOOD ST STE 2800,DALLAS,TX,75201,USA,14426 N 42ND PL,PHOENIX,85032,RESIDENTIAL,220432851,19-MAY-2022,SD,72100,7210,288700,28870,360800,36080,224323,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RS XII NM PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,1
11641,38189,21593022,REVOL PROPERTIES LLC,121 HEARTH CT E,LAKEWOOD,NJ,08701,USA,4319 E WESCOTT DR,PHOENIX,85050,RESIDENTIAL,220341313,18-APR-2022,WD,77100,7710,308600,30860,385700,38570,249300,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,REVOCABLE PROPERTIES LLC,,Y,1,REVOCABLE PROPERTIES LLC,0
11642,38196,30005141,BAKIAN ARIZONA PROPERTIES LLC,879 VIA MENDOZA UNIT B,LOS ALAMITOS,CA,92637,USA,2705 W WILDWOOD DR,PHOENIX,85045,RESIDENTIAL,190792515,04-OCT-2019,WD,129100,12910,516500,51650,645600,64560,494692,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,BAKIAN ARIZONA PROPERTIES LLC,,Y,1,BAKIAN ARIZONA PROPERTIES LLC,0
11643,38197,30005150,DIRECT SOURCE MANAGEMENT LLC,PO BOX 51358,PHOENIX,AZ,85076,USA,2708 W WILDWOOD DR,PHOENIX,85045,RESIDENTIAL,140142771,05-MAR-2014,WD,128500,12850,514100,51410,642600,64260,474737,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DIRECT SOURCE MANAGEMENT LLC,,Y,1,DIRECT SOURCE MANAGEMENT LLC,0
11644,38199,30005197,DIRECT SOURCE MANAGEMENT LLC,PO BOX 51358,PHOENIX,AZ,85076,USA,2815 W WILDWOOD DR,PHOENIX,85045,RESIDENTIAL,150267016,17-APR-2015,WD,133500,13350,534000,53400,667500,66750,500506,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DIRECT SOURCE MANAGEMENT LLC,,Y,1,DIRECT SOURCE MANAGEMENT LLC,0
11645,38203,30005260,FOOTHILL INVESTMENT LLC,1709 E COCO PALM CT,GILBERT,AZ,85234,USA,3013 W GLENHAVEN DR,PHOENIX,85045,RESIDENTIAL,170101840,10-FEB-2017,QD,73700,7370,294800,29480,368500,36850,250510,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,FOOTHILL INVESTMENT LLC,,Y,1,FOOTHILL INVESTMENT LLC,0
11646,38206,30005301,RJ DOHERTY HOLDINGS LLC,901 E MOUNTAIN SAGE DR,PHOENIX,AZ,85048,USA,16840 S 30TH AVE,PHOENIX,85045,RESIDENTIAL,200026317,10-JAN-2020,WD,68100,6810,272500,27250,340600,34060,223547,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RJ DOHERTY HOLDINGS LLC,,Y,1,RJ DOHERTY HOLDINGS LLC,0
11647,38212,30005350,PROGRESS RESIDENTIAL BORROWER 2 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2917 W WINDSONG DR,PHOENIX,85045,RESIDENTIAL,201177275,01-DEC-2020,SD,80400,8040,321700,32170,402100,40210,289587,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 2 LLC,,Y,1,PROGRESS RESIDENTIAL,1
11648,38215,30005407,DAVID G YANKO LP,301 300 MANNING RD NE,CALGARY,AB,T2E 8K4,CANADA,2731 W SILVER FOX WY,PHOENIX,85045,RESIDENTIAL,201295647,31-DEC-2020,SD,100500,10050,402200,40220,502700,50270,374078,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,DAVID G YANKO LP,,Y,1,,0
11649,38216,30005439,PROGRESS RESIDENTIAL HVH BORROWER LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,16818 S COLEMAN ST,PHOENIX,85045,RESIDENTIAL,211180273,03-NOV-2021,SD,88400,8840,353600,35360,442000,44200,323376,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL HVH BORROWER LLC,,Y,1,PROGRESS RESIDENTIAL,1
11650,38237,30016038A,AZIP LLC,1428 E SANDRA TER,PHOENIX,AZ,85022,USA,2531 W DOBBINS RD,PHOENIX,85041,RESIDENTIAL,180936252,21-DEC-2018,WD,46500,4650,186200,18620,232700,23270,62017,121,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AZIP LLC,,Y,1,,0
11651,38245,30016263,ARCANGEL M LLC,6006 N 83RD AVE STE 104,GLENDALE,AZ,85303,USA,2427 W CORRAL RD,PHOENIX,85041,RESIDENTIAL,220014684,05-JAN-2022,WD,82400,8240,329900,32990,412300,41230,283274,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,ARCANGEL M LLC,,Y,1,ARCANGEL M LLC,0
11652,38250,30016386,SFR INVESTMENTS V BORROWER 1 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2524 W HAYDUK RD,PHOENIX,85041,RESIDENTIAL,220388301,03-MAY-2022,WD,71700,7170,286800,28680,358500,35850,223206,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SFR INVESTMENTS V BORROWER 1 LLC,,Y,1,PROGRESS RESIDENTIAL,1
11653,38258,30017164,CATAMOUNT PROPERTIES 2018 LLC,2320 POTOSI ST STE 130,LAS VEGAS,NV,89146,USA,7811 S 22ND LN,PHOENIX,85041,RESIDENTIAL,220374171,28-APR-2022,WD,66200,6620,265000,26500,331200,33120,172695,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,CATAMOUNT PROPERTIES 2018 LLC,,Y,1,CATAMOUNT PROPERTIES 2018 LLC,0
11654,38261,30017171,NEW LEAF COLD STORAGE LP,3067 FAIRWAY AVE,KINGSBURG,CA,93631,USA,2208 W HARWELL RD,PHOENIX,85041,RESIDENTIAL,220559594,08-JUL-2022,WD,69900,6990,279800,27980,349700,34970,191295,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,NEW LEAF COLD STORAGE LP,,Y,1,NEW LEAF COLD STORAGE LP,0
11655,38262,30017177,AZ RE INVESTMENT HOLDINGS LLC,P O BOX 12993,NEWPORT BEACH,CA,92658,USA,2112 W HARWELL RD,PHOENIX,85041,RESIDENTIAL,110177989,01-MAR-2011,WD,70400,7040,281900,28190,352300,35230,198121,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AZ RE INVESTMENT HOLDINGS LLC,,Y,1,AZ RE INVESTMENT HOLDINGS LLC,0
11656,38267,30017267,SWH 2017-1 BORROWER LP,8665 E HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,2325 W FAWN DR,PHOENIX,85041,RESIDENTIAL,190909498,12-NOV-2019,SD,60900,6090,243700,24370,304600,30460,174400,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SWH 2017-1 BORROWER LP,,Y,1,INVITATION HOMES,1
11657,38269,30017286,2017-1 IH BORROWER LP,8665 E  HARTFORD DR STE 200,SCOTTSDALE,AZ,85255,USA,7715 S 25TH AVE,PHOENIX,85041,RESIDENTIAL,170683029,15-SEP-2017,SD,57800,5780,231500,23150,289300,28930,166550,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2017-1 IH BORROWER LP,,Y,1,INVITATION HOMES,1
11658,38270,30017288,AMBE MAA LLC,610 E BELL RD SUITE 2-179,PHOENIX,AZ,85022,USA,7803 S 25TH AVE,PHOENIX,85041,RESIDENTIAL,210662405,16-JUN-2021,WD,54300,5430,217300,21730,271600,27160,148805,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMBE MAA LLC,,Y,1,AMBE MAA LLC,0
11659,38276,30017438,2018-3 IH BORROWER LP,1717 MAIN ST SUITE 2000,DALLAS,TX,85201,USA,2532 W GARY WY,PHOENIX,85041,RESIDENTIAL,180504459,02-JUL-2018,SD,52200,5220,208900,20890,261100,26110,136517,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,2018-3 IH BORROWER LP,,Y,1,INVITATION HOMES,1
11660,38282,30017484,IH6 PROPERTY PHOENIX L P,1717 MAIN ST STE 2000,DALLAS,TX,75201,USA,2623 W FAWN DR,PHOENIX,85041,RESIDENTIAL,210909914,23-AUG-2021,WD,54500,5450,218200,21820,272700,27270,148805,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,IH6 PROPERTY PHOENIX LP,,Y,1,INVITATION HOMES,1
11661,38286,30017506,PROGRESS RESIDENTIAL BORROWER 4 LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2534 W BEVERLY RD,PHOENIX,85041,RESIDENTIAL,180589514,03-AUG-2018,SD,58200,5820,233000,23300,291200,29120,171841,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PROGRESS RESIDENTIAL BORROWER 4 LLC,,Y,1,PROGRESS RESIDENTIAL,1
11662,38287,30017507,MILE HIGH TL BORROWER 1 INCOME LLC,PO BOX 4090,SCOTTSDALE,AZ,85261,USA,2530 W BEVERLY RD,PHOENIX,85041,RESIDENTIAL,220475103,03-JUN-2022,SD,52200,5220,208800,20880,261000,26100,137711,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,MILE HIGH TL BORROWER 1 INCOME LLC,,Y,1,PROGRESS RESIDENTIAL,1
11663,38289,30017513,PAGAYA SMARTRESI F1 FUND PROPERTY OWNER II LL,1950 E GREYHOUND PASS STE 18 PMB 355,CARMEL,IN,46033,USA,2509 W FAWN DR,PHOENIX,85041,RESIDENTIAL,220402727,09-MAY-2022,WD,55300,5530,221200,22120,276500,27650,150510,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,PAGAYA SMARTRESI F1 FUND PROPERTY OWNER II LL,,Y,1,RENU PROPERTY MANAGEMENT,1
11664,38293,30017521,AMBE MAA LLC,610 E BELL RD SUITE 2-179,PHOENIX,AZ,85022,USA,2524 W FAWN DR,PHOENIX,85041,RESIDENTIAL,210662404,16-JUN-2021,SD,54300,5430,217300,21730,271600,27160,147779,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,AMBE MAA LLC,,Y,1,AMBE MAA LLC,0
11665,38304,30019003E,RSTK PHOENIX OWNER 1 LP,717 N HARWOOD ST SUITE 2800,DALLAS,TX,75201,USA,705 E HIGHLINE CANAL RD,PHOENIX,85042,RESIDENTIAL,220275783,28-MAR-2022,WD,63900,6390,255600,25560,319500,31950,164634,141,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,RSTK PHOENIX OWNER 1 LP,,Y,1,STREETLANE HOMES,1
11666,38305,30019005F,GOLD HORIZON INVESTMENTS LLC,4039 N 51ST AVE,PHOENIX,AZ,85031,USA,735 E HIGHLINE CANAL RD,PHOENIX,85042,RESIDENTIAL,170919771,13-DEC-2017,WD,35800,3580,143200,14320,179000,17900,34470,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,GOLD HORIZON INVESTMENTS LLC,,Y,1,,0
11667,38308,30019033,SOLD ON PHOENIX LLC,1425 E MCDOWELL RD,PHOENIX,AZ,85006,USA,8041 S 7TH ST,PHOENIX,85042,RESIDENTIAL,150044879,23-JAN-2015,QD,39200,3920,157100,15710,196300,19630,41298,131,4.0,2,4.0,2,Y,4.2,RENTAL/LEASED RESIDENTIAL,SOLD ON PHOENIX LLC,,Y,1,SOLD ON PHOENIX LLC,0
